Novo Fiat Uno 1.0;10;5;70.00;Econômica;Movida;Souza;
Prisma LT 1.0;10;5;85.00;Econômica;Movida;Souza;
Sandero 1.0;10;5;85.00;Econômica;Movida;Souza;
Toyota Corolla GLI 1.8;10;5;210.00;Luxo;Movida;Souza;
GM Cruze Sedan 1.4;10;5;210.00;Luxo;Movida;Souza;
Fiat Doblò;10;7;160.00;Luxo;Movida;Souza;
Fiat Strada 1.4;10;2;150.00;Econômica;Movida;Souza;
Saveiro 1.8;10;2;160.00;Econômica;Movida;Souza;
Montana 1.4;10;2;130.00;Econômica;Movida;Souza;
Gol G6 1.0;10;5;70.00;Econômica;Movida;Cajazeiras;
Novo Fiat Uno 1.0;10;5;70.00;Econômica;Movida;Cajazeiras;
Prisma LT 1.0;10;5;85.00;Econômica;Movida;Cajazeiras;
Sandero 1.0;10;5;85.00;Econômica;Movida;Cajazeiras;
Toyota Corolla GLI 1.8;10;5;210.00;Luxo;Movida;Cajazeiras;
GM Cruze Sedan 1.4;10;5;210.00;Luxo;Movida;Cajazeiras;
Fiat Doblò;10;7;160.00;Luxo;Movida;Cajazeiras;
Fiat Strada 1.4;10;2;150.00;Econômica;Movida;Cajazeiras;
Saveiro 1.8;10;2;160.00;Econômica;Movida;Cajazeiras;
Montana 1.4;10;2;130.00;Econômica;Movida;Cajazeiras;
Gol G6 1.0;10;5;70.00;Econômica;Movida;Cabedelo;
Novo Fiat Uno 1.0;10;5;70.00;Econômica;Movida;Cabedelo;
Prisma LT 1.0;10;5;85.00;Econômica;Movida;Cabedelo;
Sandero 1.0;10;5;85.00;Econômica;Movida;Cabedelo;
Toyota Corolla GLI 1.8;10;5;210.00;Luxo;Movida;Cabedelo;
GM Cruze Sedan 1.4;10;5;210.00;Luxo;Movida;Cabedelo;
Fiat Doblò;10;7;160.00;Luxo;Movida;Cabedelo;
Fiat Strada 1.4;10;2;150.00;Econômica;Movida;Cabedelo;
Saveiro 1.8;10;2;160.00;Econômica;Movida;Cabedelo;
Montana 1.4;10;2;130.00;Econômica;Movida;Cabedelo;
Gol G6 1.0;10;5;70.00;Econômica;Movida;Santa Rita;
Novo Fiat Uno 1.0;10;5;70.00;Econômica;Movida;Santa Rita;
Prisma LT 1.0;10;5;85.00;Econômica;Movida;Santa Rita;
Fiat Strada 1.4;10;2;150.00;Econômica;Movida;Santa Rita;
Gol G6 1.0;10;5;70.00;Econômica;Movida;Monteiro;
Novo Fiat Uno 1.0;10;5;70.00;Econômica;Movida;Monteiro;
Prisma LT 1.0;10;5;85.00;Econômica;Movida;Monteiro;
Fiat Strada 1.4;10;2;150.00;Econômica;Movida;Monteiro;
Novo Ford K 1.0;10;5;75.00;Econômica;Unidas;Campina Grande;
Novo Fiat Uno 1.0;10;5;75.00;Econômica;Unidas;Campina Grande;
Prisma LT 1.0;10;5;90.00;Econômica;Unidas;Campina Grande;
Sandero 1.0;10;5;90.00;Econômica;Unidas;Campina Grande;
Fiat Strada 1.4;10;2;145.00;Econômica;Unidas;Campina Grande;
Saveiro 1.8;10;2;150.00;Econômica;Unidas;Campina Grande;
Novo Ford K 1.0;10;5;75.00;Econômica;Unidas;João Pessoa;
Novo Fiat Uno 1.0;10;5;75.00;Econômica;Unidas;João Pessoa;
Prisma LT 1.0;10;5;90.00;Econômica;Unidas;João Pessoa;
Sandero 1.0;10;5;90.00;Econômica;Unidas;João Pessoa;
Fiat Strada 1.4;10;2;145.00;Econômica;Unidas;João Pessoa;
Saveiro 1.8;10;2;150.00;Econômica;Unidas;João Pessoa;
Novo Ford K 1.0;10;5;75.00;Econômica;Unidas;Patos;
Novo Fiat Uno 1.0;10;5;75.00;Econômica;Unidas;Patos;
Prisma LT 1.0;10;5;90.00;Econômica;Unidas;Patos;
Sandero 1.0;10;5;90.00;Econômica;Unidas;Patos;
Fiat Strada 1.4;10;2;145.00;Econômica;Unidas;Patos;
Saveiro 1.8;10;2;150.00;Econômica;Unidas;Patos;
Novo Ford K 1.0;10;5;75.00;Econômica;Unidas;Souza;
Novo Fiat Uno 1.0;10;5;75.00;Econômica;Unidas;Souza;
Prisma LT 1.0;10;5;90.00;Econômica;Unidas;Souza;
Sandero 1.0;10;5;90.00;Econômica;Unidas;Souza;
Fiat Strada 1.4;10;2;145.00;Econômica;Unidas;Souza;
Saveiro 1.8;10;2;150.00;Econômica;Unidas;Souza;
Novo Ford K 1.0;10;5;75.00;Econômica;Unidas;Cajazeiras;
Novo Fiat Uno 1.0;10;5;75.00;Econômica;Unidas;Cajazeiras;
Prisma LT 1.0;10;5;90.00;Econômica;Unidas;Cajazeiras;
Sandero 1.0;10;5;90.00;Econômica;Unidas;Cajazeiras;
Fiat Strada 1.4;10;2;145.00;Econômica;Unidas;Cajazeiras;
Saveiro 1.8;10;2;150.00;Econômica;Unidas;Cajazeiras;
Novo Ford K 1.0;10;5;85.00;Econômica;Hertz;Campina Grande;
Gol G6 1.0;10;5;85.00;Econômica;Hertz;Campina Grande;
Prisma LT 1.0;10;5;85.00;Econômica;Hertz;Campina Grande;
Voyage 1.6;10;5;85.00;Econômica;Hertz;Campina Grande;
Fiat Toro;10;5;195.00;Luxo;Hertz;Campina Grande;
Honda Civic 1.8;10;5;195.00;Luxo;Hertz;Campina Grande;
GM Cruze Sedan 1.4;10;5;195.00;Luxo;Hertz;Campina Grande;
Fiat Doblò;10;7;185.00;Luxo;Hertz;Campina Grande;
Fiat Strada 1.4;10;2;150.00;Econômica;Hertz;Campina Grande;
Montana 1.4;10;2;140.00;Econômica;Hertz;Campina Grande;
Novo Ford K 1.0;10;5;85.00;Econômica;Hertz;João Pessoa;
Gol G6 1.0;10;5;85.00;Econômica;Hertz;João Pessoa;
Prisma LT 1.0;10;5;85.00;Econômica;Hertz;João Pessoa;
Voyage 1.6;10;5;85.00;Econômica;Hertz;João Pessoa;
Fiat Toro;10;5;195.00;Luxo;Hertz;João Pessoa;
Honda Civic 1.8;10;5;195.00;Luxo;Hertz;João Pessoa;
GM Cruze Sedan 1.4;10;5;195.00;Luxo;Hertz;João Pessoa;
Fiat Doblò;10;7;185.00;Luxo;Hertz;João Pessoa;
Fiat Strada 1.4;10;2;150.00;Econômica;Hertz;João Pessoa;
Montana 1.4;10;2;140.00;Econômica;Hertz;João Pessoa;
Novo Ford K 1.0;10;5;85.00;Econômica;Hertz;Patos;
Gol G6 1.0;10;5;85.00;Econômica;Hertz;Patos;
Prisma LT 1.0;10;5;85.00;Econômica;Hertz;Patos;
Voyage 1.6;10;5;85.00;Econômica;Hertz;Patos;
Fiat Toro;10;5;195.00;Luxo;Hertz;Patos;
Honda Civic 1.8;10;5;195.00;Luxo;Hertz;Patos;
GM Cruze Sedan 1.4;10;5;195.00;Luxo;Hertz;Patos;
Fiat Doblò;10;7;185.00;Luxo;Hertz;Patos;
Fiat Strada 1.4;10;2;150.00;Econômica;Hertz;Patos;
Montana 1.4;10;2;140.00;Econômica;Hertz;Patos;
Novo Ford K 1.0;10;5;85.00;Econômica;Hertz;Souza;
Gol G6 1.0;10;5;85.00;Econômica;Hertz;Souza;
Prisma LT 1.0;10;5;85.00;Econômica;Hertz;Souza;
Voyage 1.6;10;5;85.00;Econômica;Hertz;Souza;
Honda Civic 1.8;10;5;195.00;Luxo;Hertz;Souza;
GM Cruze Sedan 1.4;10;5;195.00;Luxo;Hertz;Souza;
Fiat Doblò;10;7;185.00;Luxo;Hertz;Souza;
Fiat Strada 1.4;10;2;150.00;Econômica;Hertz;Souza;
Montana 1.4;10;2;140.00;Econômica;Hertz;Souza;
Novo Ford K 1.0;10;5;85.00;Econômica;Hertz;Cajazeiras;
Gol G6 1.0;10;5;85.00;Econômica;Hertz;Cajazeiras;
Prisma LT 1.0;10;5;85.00;Econômica;Hertz;Cajazeiras;
Voyage 1.6;10;5;85.00;Econômica;Hertz;Cajazeiras;
Honda Civic 1.8;10;5;195.00;Luxo;Hertz;Cajazeiras;
GM Cruze Sedan 1.4;10;5;195.00;Luxo;Hertz;Cajazeiras;
Fiat Doblò;10;7;185.00;Luxo;Hertz;Cajazeiras;
Fiat Strada 1.4;10;2;150.00;Econômica;Hertz;Cajazeiras;
Montana 1.4;10;2;140.00;Econômica;Hertz;Cajazeiras;
Novo Ford K 1.0;10;5;85.00;Econômica;Hertz;Guarabira;
Gol G6 1.0;10;5;85.00;Econômica;Hertz;Guarabira;
Prisma LT 1.0;10;5;85.00;Econômica;Hertz;Guarabira;
Voyage 1.6;10;5;85.00;Econômica;Hertz;Guarabira;
Honda Civic 1.8;10;5;195.00;Luxo;Hertz;Guarabira;
GM Cruze Sedan 1.4;10;5;195.00;Luxo;Hertz;Guarabira;
Fiat Doblò;10;7;185.00;Luxo;Hertz;Guarabira;
Fiat Strada 1.4;10;2;150.00;Econômica;Hertz;Guarabira;
Montana 1.4;10;2;140.00;Econômica;Hertz;Guarabira;
Novo Ford K 1.0;10;5;85.00;Econômica;Hertz;Cabedelo;
Gol G6 1.0;10;5;85.00;Econômica;Hertz;Cabedelo;
Prisma LT 1.0;10;5;85.00;Econômica;Hertz;Cabedelo;
Voyage 1.6;10;5;85.00;Econômica;Hertz;Cabedelo;
Honda Civic 1.8;10;5;195.00;Luxo;Hertz;Cabedelo;
GM Cruze Sedan 1.4;10;5;195.00;Luxo;Hertz;Cabedelo;
Fiat Doblò;10;7;185.00;Luxo;Hertz;Cabedelo;
Fiat Strada 1.4;10;2;150.00;Econômica;Hertz;Cabedelo;
Montana 1.4;10;2;140.00;Econômica;Hertz;Cabedelo;
Novo Ford K 1.0;10;5;85.00;Econômica;Hertz;Sumé;
Gol G6 1.0;10;5;85.00;Econômica;Hertz;Sumé;
Prisma LT 1.0;10;5;85.00;Econômica;Hertz;Sumé;
Fiat Strada 1.4;10;2;150.00;Econômica;Hertz;Sumé;
